년월,구명,매매거래수,전월세거래수,갭투자비율(%)
201702,영등포구,248,659,2.02
201702,용산구,141,350,0.71
201702,은평구,194,427,2.58
201702,종로구,66,162,3.03
201702,중구,49,198,2.04
201702,중랑구,207,262,1.93
201703,강남구,543,1236,3.31
201703,강동구,477,1090,3.56
201703,강북구,129,186,1.55
201703,강서구,528,852,2.84
201703,관악구,309,401,2.91
201703,광진구,179,259,0.0
201703,구로구,413,622,3.63
201703,금천구,146,157,1.37
201703,노원구,850,1411,5.18
201703,도봉구,373,480,2.41
201703,동대문구,311,363,2.25
201703,동작구,333,507,3.3
201703,마포구,393,673,3.05
201703,서대문구,205,291,0.98
201703,서초구,423,940,2.36
201703,성동구,324,610,3.4
201703,성북구,367,500,0.54
201703,송파구,633,1425,3.95
201703,양천구,367,681,3.27
201703,영등포구,415,582,0.96
201703,용산구,208,345,1.92
201703,은평구,233,405,0.86
201703,종로구,71,179,1.41
201703,중구,91,144,3.3
201703,중랑구,260,346,1.15
201704,강남구,600,1127,4.5
201704,강동구,684,689,3.51
201704,강북구,116,151,0.0
201704,강서구,449,728,3.56
201704,관악구,287,319,2.44
201704,광진구,210,224,3.81
201704,구로구,462,442,1.08
201704,금천구,161,108,0.0
201704,노원구,913,1159,3.72
201704,도봉구,371,399,1.89
201704,동대문구,337,308,2.37
201704,동작구,387,436,1.03
201704,마포구,396,512,2.02
201704,서대문구,212,240,0.47
201704,서초구,546,812,1.83
201704,성동구,442,564,3.17
201704,성북구,315,407,2.54
201704,송파구,774,1340,4.52
201704,양천구,362,624,3.31
201704,영등포구,398,483,1.51
201704,용산구,218,291,0.92
201704,은평구,257,284,1.17
201704,종로구,54,174,0.0
201704,중구,89,153,2.25
201704,중랑구,290,280,1.38
201705,강남구,1176,1137,2.81
201705,강동구,1178,875,3.06
201705,강북구,209,157,2.87
201705,강서구,805,762,2.86
201705,관악구,403,308,2.23
201705,광진구,362,249,2.21
201705,구로구,628,439,2.07
201705,금천구,192,165,2.6
201705,노원구,1462,1158,2.94
201705,도봉구,539,407,3.34
201705,동대문구,455,334,2.2
201705,동작구,552,395,2.17
201705,마포구,556,538,1.26
201705,서대문구,295,315,1.69
201705,서초구,783,729,1.28
201705,성동구,667,565,1.95
201705,성북구,537,420,3.17
201705,송파구,1320,1132,3.79
201705,양천구,642,635,4.05
201705,영등포구,615,469,0.98
201705,용산구,452,302,1.99
201705,은평구,348,283,1.72
201705,종로구,85,179,3.53
201705,중구,159,142,2.52
201705,중랑구,369,273,1.36
201706,강남구,717,1058,2.51
201706,강동구,666,901,2.55
201706,강북구,229,146,3.06
201706,강서구,897,815,1.78
201706,관악구,436,327,2.29
201706,광진구,292,250,2.05
201706,구로구,693,471,2.6
201706,금천구,198,137,1.52
201706,노원구,1511,1176,2.71
201706,도봉구,605,424,1.82
201706,동대문구,440,337,1.36
201706,동작구,503,485,1.79
201706,마포구,464,551,0.86
201706,서대문구,393,316,1.53
201706,서초구,542,728,2.77
201706,성동구,624,559,3.53
201706,성북구,672,413,2.08
201706,송파구,699,1160,3.15
201706,양천구,544,696,2.21
201706,영등포구,487,509,2.26
201706,용산구,278,335,2.88
201706,은평구,332,315,1.51
201706,종로구,94,150,1.06
201706,중구,182,170,2.75
201706,중랑구,0,0,0.0
201707,강남구,0,0,0.0
201707,강동구,872,686,3.56
201707,강북구,279,164,2.87
201707,강서구,0,0,0.0
201707,관악구,441,392,2.27
201707,광진구,0,0,0.0
201707,구로구,617,487,1.3
201707,금천구,0,0,0.0
201707,노원구,1889,1246,3.6
201707,도봉구,0,0,0.0
201707,동대문구,0,0,0.0
201707,동작구,0,0,0.0
201707,마포구,0,0,0.0
201707,서대문구,0,0,0.0
201707,서초구,0,0,0.0
201707,성동구,0,0,0.0
201707,성북구,0,0,0.0
201707,송파구,0,0,0.0
201707,양천구,0,0,0.0
201707,영등포구,529,486,2.65
201707,용산구,0,0,0.0
201707,은평구,0,0,0.0
201707,종로구,0,0,0.0
201707,중구,160,203,1.25
201707,중랑구,429,294,1.4
201708,강남구,0,0,0.0
201708,강동구,228,735,1.32
201708,강북구,131,179,3.05
201708,강서구,0,0,0.0
201708,관악구,198,308,3.03
201708,광진구,0,0,0.0
201708,구로구,0,0,0.0
201708,금천구,95,155,2.11
201708,노원구,0,0,0.0
201708,도봉구,230,405,2.61
201708,동대문구,300,323,1.0
201708,동작구,0,0,0.0
201708,마포구,0,0,0.0
201708,서대문구,218,337,1.83
201708,서초구,0,0,0.0
201708,성동구,168,537,2.38
201708,성북구,0,0,0.0
201708,송파구,0,0,0.0
201708,양천구,189,845,1.06
201708,영등포구,188,520,1.6
201708,용산구,0,0,0.0
201708,은평구,198,356,2.02
201708,종로구,49,132,4.08
201708,중구,66,233,3.03
201708,중랑구,221,288,3.17
201709,강남구,0,0,0.0
201709,강동구,294,720,2.38
201709,강북구,0,0,0.0
201709,강서구,297,744,2.36
201709,관악구,248,351,2.02
201709,광진구,0,0,0.0
201709,구로구,0,0,0.0
201709,금천구,98,169,6.12
201709,노원구,0,0,0.0
201709,도봉구,0,0,0.0
201709,동대문구,0,0,0.0
201709,동작구,0,0,0.0
201709,마포구,0,0,0.0
201709,서대문구,0,0,0.0
201709,서초구,0,0,0.0
201709,성동구,231,537,1.3
201709,성북구,405,494,1.98
201709,송파구,0,0,0.0
201709,양천구,0,0,0.0
201709,영등포구,339,516,1.18
201709,용산구,145,297,1.38
201709,은평구,188,457,3.19
201709,종로구,0,0,0.0
201709,중구,0,0,0.0
201709,중랑구,0,0,0.0
201710,강남구,0,0,0.0
201710,강동구,0,0,0.0
201710,강북구,0,0,0.0
201710,강서구,0,0,0.0
201710,관악구,0,0,0.0
201710,광진구,168,251,2.38
201710,구로구,0,0,0.0
201710,금천구,101,139,0.99
201710,노원구,455,895,2.64
201710,도봉구,218,306,0.46
201710,동대문구,237,255,2.11
201710,동작구,269,402,4.46
201710,마포구,0,0,0.0
201710,서대문구,0,0,0.0
201710,서초구,346,759,2.6
201710,성동구,0,0,0.0
201710,성북구,0,0,0.0
201710,송파구,0,0,0.0
201710,양천구,0,0,0.0
201710,영등포구,0,0,0.0
201710,용산구,105,264,1.9
201710,은평구,172,331,0.0
201710,종로구,44,79,0.0
201710,중구,0,0,0.0
201710,중랑구,193,211,2.07
201711,강남구,0,0,0.0
201711,강동구,0,0,0.0
201711,강북구,0,0,0.0
201711,강서구,398,722,3.77
201711,관악구,0,0,0.0
201711,광진구,0,0,0.0
201711,구로구,0,0,0.0
201711,금천구,84,128,1.19
201711,노원구,571,918,4.03
201711,도봉구,250,303,0.8
201711,동대문구,0,0,0.0
201711,동작구,0,0,0.0
201711,마포구,0,0,0.0
201711,서대문구,0,0,0.0
201711,서초구,0,0,0.0
201711,성동구,387,456,2.33
201711,성북구,0,0,0.0
201711,송파구,0,0,0.0
201711,양천구,601,677,2.83
201711,영등포구,0,0,0.0
201711,용산구,169,268,1.78
201711,은평구,0,0,0.0
201711,종로구,0,0,0.0
201711,중구,82,205,2.44
201711,중랑구,239,232,1.26
201712,강남구,0,0,0.0
201712,강동구,441,632,3.63
201712,강북구,0,0,0.0
201712,강서구,452,776,2.43
201712,관악구,232,376,2.16
201712,광진구,0,0,0.0
201712,구로구,314,634,1.91
201712,금천구,79,134,1.27
201712,노원구,0,0,0.0
201712,도봉구,232,306,1.72
201712,동대문구,0,0,0.0
201712,동작구,0,0,0.0
201712,마포구,370,603,3.78
201712,서대문구,0,0,0.0
201712,서초구,472,997,2.75
201712,성동구,0,0,0.0
201712,성북구,435,461,2.53
201712,송파구,0,0,0.0
201712,양천구,434,813,4.38
201712,영등포구,421,577,4.51
201712,용산구,274,325,2.92
201712,은평구,209,369,3.35
201712,종로구,69,111,0.0
201712,중구,0,0,0.0
201712,중랑구,0,0,0.0
201801,강남구,0,0,0.0
201801,강동구,0,0,0.0
201801,강북구,172,169,0.58
201801,강서구,0,0,0.0
201801,관악구,364,425,4.4
201801,광진구,286,338,2.1
201801,구로구,0,0,0.0
201801,금천구,121,160,3.31
201801,노원구,0,0,0.0
201801,도봉구,373,350,2.41
201801,동대문구,0,0,0.0
201801,동작구,540,543,2.96
201801,마포구,0,0,0.0
201801,서대문구,447,493,2.01
201801,서초구,0,0,0.0
201801,성동구,0,0,0.0
201801,성북구,0,0,0.0
201801,송파구,988,1344,5.26
201801,양천구,0,0,0.0
201801,영등포구,611,622,3.27
201801,용산구,0,0,0.0
201801,은평구,0,0,0.0
201801,종로구,89,134,1.12
201801,중구,0,0,0.0
201801,중랑구,363,331,2.75
201802,강남구,356,1288,4.78
201802,강동구,0,0,0.0
201802,강북구,0,0,0.0
201802,강서구,720,721,3.19
201802,관악구,0,0,0.0
201802,광진구,0,0,0.0
201802,구로구,0,0,0.0
201802,금천구,0,0,0.0
201802,노원구,0,0,0.0
201802,도봉구,362,350,2.49
201802,동대문구,0,0,0.0
201802,동작구,0,0,0.0
201802,마포구,365,645,2.74
201802,서대문구,330,433,3.03
201802,서초구,273,963,3.3
201802,성동구,368,672,2.17
201802,성북구,0,0,0.0
201802,송파구,419,1249,4.06
201802,양천구,0,0,0.0
201802,영등포구,418,604,3.59
201802,용산구,0,0,0.0
201802,은평구,363,401,2.2
201802,종로구,0,0,0.0
201802,중구,0,0,0.0
201802,중랑구,311,422,4.18
201803,강남구,0,0,0.0
201803,강동구,344,726,2.03
201803,강북구,0,0,0.0
201803,강서구,0,0,0.0
201803,관악구,391,456,4.09
201803,광진구,150,353,4.67
201803,구로구,0,0,0.0
201803,금천구,173,203,2.89
201803,노원구,901,1542,4.44
201803,도봉구,0,0,0.0
201803,동대문구,374,505,1.6
201803,동작구,296,645,4.05
201803,마포구,0,0,0.0
201803,서대문구,0,0,0.0
201803,서초구,0,0,0.0
201803,성동구,0,0,0.0
201803,성북구,0,0,0.0
201803,송파구,388,1429,5.41
201803,양천구,0,0,0.0
201803,영등포구,404,671,2.97
201803,용산구,0,0,0.0
201803,은평구,0,0,0.0
201803,종로구,0,0,0.0
201803,중구,143,246,6.29
201803,중랑구,0,0,0.0
201804,강남구,0,0,0.0
201804,강동구,0,0,0.0
201804,강북구,0,0,0.0
201804,강서구,0,0,0.0
201804,관악구,179,341,1.68
201804,광진구,0,0,0.0
201804,구로구,0,0,0.0
201804,금천구,0,0,0.0
201804,노원구,0,0,0.0
201804,도봉구,216,355,2.78
201804,동대문구,0,0,0.0
201804,동작구,148,453,4.73
201804,마포구,129,523,3.88
201804,서대문구,0,0,0.0
201804,서초구,158,732,1.9
201804,성동구,102,654,3.92
201804,성북구,0,0,0.0
201804,송파구,0,0,0.0
201804,양천구,0,0,0.0
201804,영등포구,239,500,2.51
201804,용산구,112,324,1.79
201804,은평구,228,393,2.19
201804,종로구,0,0,0.0
201804,중구,0,0,0.0
201804,중랑구,0,0,0.0
201805,강남구,139,1242,7.19
201805,강동구,185,527,1.62
201805,강북구,136,161,3.68
201805,강서구,0,0,0.0
201805,관악구,0,0,0.0
201805,광진구,60,214,0.0
201805,구로구,313,484,1.28
201805,금천구,0,0,0.0
201805,노원구,0,0,0.0
201805,도봉구,221,359,0.9
201805,동대문구,152,364,3.29
201805,동작구,0,0,0.0
201805,마포구,0,0,0.0
201805,서대문구,0,0,0.0
201805,서초구,0,0,0.0
201805,성동구,105,655,3.81
201805,성북구,310,363,2.9
201805,송파구,158,1034,6.96
201805,양천구,0,0,0.0
201805,영등포구,0,0,0.0
201805,용산구,0,0,0.0
201805,은평구,0,0,0.0
201805,종로구,58,79,0.0
201805,중구,0,0,0.0
201805,중랑구,214,278,0.47
201806,강남구,140,1112,4.29
201806,강동구,204,543,2.94
201806,강북구,155,177,1.29
201806,강서구,0,0,0.0
201806,관악구,0,0,0.0
201806,광진구,63,217,0.0
201806,구로구,371,472,1.35
201806,금천구,0,0,0.0
201806,노원구,0,0,0.0
201806,도봉구,0,0,0.0
201806,동대문구,185,498,3.24
201806,동작구,198,529,3.03
201806,마포구,157,484,3.18
201806,서대문구,0,0,0.0
201806,서초구,164,930,0.61
201806,성동구,0,0,0.0
201806,성북구,362,431,1.93
201806,송파구,0,0,0.0
201806,양천구,303,629,3.3
201806,영등포구,207,500,1.45
201806,용산구,108,320,4.63
201806,은평구,302,366,0.99
201806,종로구,0,0,0.0
201806,중구,84,165,1.19
201806,중랑구,216,253,1.85
201807,강남구,295,1110,5.08
201807,강동구,0,0,0.0
201807,강북구,0,0,0.0
201807,강서구,0,0,0.0
201807,관악구,0,0,0.0
201807,광진구,0,0,0.0
201807,구로구,432,476,1.62
201807,금천구,0,0,0.0
201807,노원구,0,0,0.0
201807,도봉구,0,0,0.0
201807,동대문구,236,531,4.66
201807,동작구,0,0,0.0
201807,마포구,0,0,0.0
201807,서대문구,0,0,0.0
201807,서초구,0,0,0.0
201807,성동구,0,0,0.0
201807,성북구,0,0,0.0
201807,송파구,0,0,0.0
201807,양천구,419,660,3.34
201807,영등포구,325,491,4.31
201807,용산구,0,0,0.0
201807,은평구,323,442,1.86
201807,종로구,0,0,0.0
201807,중구,89,152,2.25
201807,중랑구,176,246,1.14
201808,강남구,735,1107,3.4
201808,강동구,775,587,2.84
201808,강북구,0,0,0.0
201808,강서구,0,0,0.0
201808,관악구,354,348,2.82
201808,광진구,0,0,0.0
201808,구로구,797,554,1.76
201808,금천구,0,0,0.0
201808,노원구,0,0,0.0
201808,도봉구,855,418,2.69
201808,동대문구,534,463,3.18
201808,동작구,517,534,3.09
201808,마포구,510,646,2.75
201808,서대문구,431,288,2.09
201808,서초구,0,0,0.0
201808,성동구,607,622,3.29
201808,성북구,0,0,0.0
201808,송파구,0,0,0.0
201808,양천구,822,727,4.5
201808,영등포구,496,534,2.82
201808,용산구,225,330,3.11
201808,은평구,0,0,0.0
201808,종로구,113,90,1.77
201808,중구,139,173,2.16
201808,중랑구,459,436,3.27
201809,강남구,311,1118,5.14
201809,강동구,0,0,0.0
201809,강북구,0,0,0.0
201809,강서구,316,871,2.53
201809,관악구,181,343,3.31
201809,광진구,0,0,0.0
201809,구로구,0,0,0.0
201809,금천구,194,235,2.06
201809,노원구,0,0,0.0
201809,도봉구,408,438,3.68
201809,동대문구,0,0,0.0
201809,동작구,149,570,4.03
201809,마포구,221,705,3.62
201809,서대문구,0,0,0.0
201809,서초구,0,0,0.0
201809,성동구,0,0,0.0
201809,성북구,404,488,4.46
201809,송파구,0,0,0.0
201809,양천구,0,0,0.0
201809,영등포구,168,510,0.6
201809,용산구,0,0,0.0
201809,은평구,0,0,0.0
201809,종로구,0,0,0.0
201809,중구,0,0,0.0
201809,중랑구,0,0,0.0
201810,강남구,0,0,0.0
201810,강동구,136,712,3.68
201810,강북구,0,0,0.0
201810,강서구,168,1092,2.98
201810,관악구,133,452,3.76
201810,광진구,54,328,0.0
201810,구로구,0,0,0.0
201810,금천구,109,281,1.83
201810,노원구,0,0,0.0
201810,도봉구,185,444,4.32
201810,동대문구,0,0,0.0
201810,동작구,74,645,1.35
201810,마포구,0,0,0.0
201810,서대문구,109,350,0.92
201810,서초구,116,1085,2.59
201810,성동구,0,0,0.0
201810,성북구,0,0,0.0
201810,송파구,0,0,0.0
201810,양천구,0,0,0.0
201810,영등포구,124,574,0.81
201810,용산구,51,385,1.96
201810,은평구,134,426,0.75
201810,종로구,0,0,0.0
201810,중구,50,186,0.0
201810,중랑구,0,0,0.0
201811,강남구,0,0,0.0
201811,강동구,0,0,0.0
201811,강북구,0,0,0.0
201811,강서구,77,940,1.3
201811,관악구,59,352,5.08
201811,광진구,0,0,0.0
201811,구로구,0,0,0.0
201811,금천구,0,0,0.0
201811,노원구,0,0,0.0
201811,도봉구,107,323,1.87
201811,동대문구,123,399,2.44
201811,동작구,0,0,0.0
201811,마포구,46,663,0.0
201811,서대문구,0,0,0.0
201811,서초구,64,890,6.25
201811,성동구,49,655,4.08
201811,성북구,96,475,2.08
201811,송파구,0,0,0.0
201811,양천구,0,0,0.0
201811,영등포구,0,0,0.0
201811,용산구,0,0,0.0
201811,은평구,0,0,0.0
201811,종로구,0,0,0.0
201811,중구,24,183,8.33
201811,중랑구,70,246,2.86
201812,강남구,0,0,0.0
201812,강동구,0,0,0.0
201812,강북구,0,0,0.0
201812,강서구,83,787,3.61
201812,관악구,54,401,0.0
201812,광진구,31,313,0.0
201812,구로구,87,479,3.45
201812,금천구,44,215,2.27
201812,노원구,0,0,0.0
201812,도봉구,100,330,1.0
201812,동대문구,0,0,0.0
201812,동작구,0,0,0.0
201812,마포구,0,0,0.0
201812,서대문구,47,464,2.13
201812,서초구,57,1094,3.51
201812,성동구,38,740,2.63
201812,성북구,0,0,0.0
201812,송파구,95,1693,3.16
201812,양천구,0,0,0.0
201812,영등포구,47,555,2.13
201812,용산구,24,323,0.0
201812,은평구,81,406,1.23
201812,종로구,0,0,0.0
201812,중구,17,174,0.0
201812,중랑구,65,245,6.15
201901,강남구,74,1532,4.05
201901,강동구,0,0,0.0
201901,강북구,0,0,0.0
201901,강서구,80,827,3.75
201901,관악구,82,458,1.22
201901,광진구,28,304,3.57
201901,구로구,99,569,3.03
201901,금천구,46,235,4.35
201901,노원구,153,1180,2.61
201901,도봉구,105,389,1.9
201901,동대문구,106,517,1.89
201901,동작구,46,711,0.0
201901,마포구,45,710,0.0
201901,서대문구,66,581,3.03
201901,서초구,46,1072,4.35
201901,성동구,42,808,2.38
201901,성북구,94,694,3.19
201901,송파구,80,2326,10.0
201901,양천구,83,782,4.82
201901,영등포구,58,625,5.17
201901,용산구,25,349,4.0
201901,은평구,99,528,1.01
201901,종로구,36,157,0.0
201901,중구,23,223,4.35
201901,중랑구,77,316,0.0
201902,강남구,49,1327,4.08
201902,강동구,74,677,2.7
201902,강북구,34,159,0.0
201902,강서구,73,866,5.48
201902,관악구,41,393,0.0
201902,광진구,31,242,0.0
201902,구로구,84,556,0.0
201902,금천구,46,191,0.0
201902,노원구,144,1060,2.78
201902,도봉구,74,376,1.35
201902,동대문구,68,432,2.94
201902,동작구,32,624,3.12
201902,마포구,50,674,2.0
201902,서대문구,55,418,7.27
201902,서초구,41,908,2.44
201902,성동구,27,743,3.7
201902,성북구,79,668,2.53
201902,송파구,87,1866,3.45
201902,양천구,76,729,2.63
201902,영등포구,56,531,0.0
201902,용산구,38,309,10.53
201902,은평구,98,515,1.02
201902,종로구,16,153,0.0
201902,중구,22,178,4.55
201902,중랑구,62,266,3.23
201903,강남구,149,1335,5.37
201903,강동구,82,1249,6.1
201903,강북구,61,183,4.92
201903,강서구,117,886,1.71
201903,관악구,84,364,1.19
201903,광진구,57,254,0.0
201903,구로구,124,619,3.23
201903,금천구,81,199,4.94
201903,노원구,219,1248,3.65
201903,도봉구,128,488,3.12
201903,동대문구,91,526,5.49
201903,동작구,45,569,4.44
201903,마포구,69,641,4.35
201903,서대문구,94,408,4.26
201903,서초구,68,954,4.41
201903,성동구,52,699,1.92
201903,성북구,94,748,5.32
201903,송파구,177,1877,6.21
201903,양천구,132,647,1.52
201903,영등포구,79,626,3.8
201903,용산구,49,372,0.0
201903,은평구,96,570,4.17
201903,종로구,17,155,0.0
201903,중구,30,190,0.0
201903,중랑구,86,311,2.33
201904,강남구,232,1166,1.72
201904,강동구,160,651,3.12
201904,강북구,53,166,3.77
201904,강서구,141,773,3.55
201904,관악구,90,299,3.33
201904,광진구,75,198,0.0
201904,구로구,165,515,0.0
201904,금천구,83,157,2.41
201904,노원구,285,980,3.51
201904,도봉구,124,372,4.03
201904,동대문구,94,409,0.0
201904,동작구,85,435,3.53
201904,마포구,87,512,1.15
201904,서대문구,89,337,1.12
201904,서초구,128,721,2.34
201904,성동구,97,555,4.12
201904,성북구,117,537,2.56
201904,송파구,284,1345,3.17
201904,양천구,161,569,1.86
201904,영등포구,126,561,3.97
201904,용산구,74,327,1.35
201904,은평구,117,394,2.56
201904,종로구,28,121,0.0
201904,중구,43,167,0.0
201904,중랑구,113,286,4.42
201905,강남구,388,1173,2.32
201905,강동구,215,1007,5.58
201905,강북구,78,143,2.56
201905,강서구,199,858,3.02
201905,관악구,170,326,0.59
201905,광진구,99,228,3.03
201905,구로구,161,486,2.48
201905,금천구,100,160,5.0
201905,노원구,429,1019,3.26
201905,도봉구,154,396,3.25
201905,동대문구,122,494,0.82
201905,동작구,126,435,3.17
201905,마포구,141,530,2.84
201905,서대문구,137,294,2.19
201905,서초구,267,717,3.0
201905,성동구,154,541,1.95
201905,성북구,150,533,4.0
201905,송파구,428,1112,3.5
201905,양천구,263,619,2.66
201905,영등포구,198,522,3.54
201905,용산구,103,358,0.0
201905,은평구,98,376,0.0
201905,종로구,50,143,2.0
201905,중구,61,167,1.64
201905,중랑구,117,286,2.56
201906,강남구,594,1136,2.36
201906,강동구,313,927,3.19
201906,강북구,87,130,3.45
201906,강서구,300,867,4.33
201906,관악구,183,299,0.0
201906,광진구,189,202,2.12
201906,구로구,294,459,1.7
201906,금천구,96,161,2.08
201906,노원구,674,1007,3.12
201906,도봉구,290,388,3.79
201906,동대문구,196,452,3.57
201906,동작구,231,428,2.16
201906,마포구,262,580,1.91
201906,서대문구,190,320,2.63
201906,서초구,351,806,1.71
201906,성동구,268,528,3.36
201906,성북구,265,511,0.38
201906,송파구,732,1033,4.78
201906,양천구,405,736,4.2
201906,영등포구,416,544,1.44
201906,용산구,166,298,1.81
201906,은평구,143,345,0.7
201906,종로구,42,149,7.14
201906,중구,79,320,2.53
201906,중랑구,160,314,0.62
201907,강남구,670,1208,1.49
201907,강동구,483,893,2.69
201907,강북구,145,191,2.07
201907,강서구,375,930,3.73
201907,관악구,235,390,3.4
201907,광진구,222,225,0.45
201907,구로구,374,481,1.87
201907,금천구,158,146,3.16
201907,노원구,875,1201,3.09
201907,도봉구,308,391,1.62
201907,동대문구,294,478,1.7
201907,동작구,349,445,0.57
201907,마포구,364,621,4.67
201907,서대문구,279,329,1.79
201907,서초구,505,881,2.97
201907,성동구,484,628,3.93
201907,성북구,444,595,2.48
201907,송파구,746,1068,4.56
201907,양천구,403,699,4.96
201907,영등포구,329,584,1.22
201907,용산구,186,361,2.69
201907,은평구,199,359,2.01
201907,종로구,71,136,1.41
201907,중구,105,279,1.9
201907,중랑구,240,354,0.42
201908,강남구,363,1604,5.79
201908,강동구,374,1176,2.94
201908,강북구,128,162,2.34
201908,강서구,299,943,2.01
201908,관악구,206,365,1.46
201908,광진구,197,240,1.52
201908,구로구,286,581,1.4
201908,금천구,141,137,0.71
201908,노원구,590,1189,3.05
201908,도봉구,236,416,1.69
201908,동대문구,288,424,3.47
201908,동작구,221,464,4.07
201908,마포구,294,657,2.04
201908,서대문구,302,351,2.65
201908,서초구,246,965,2.44
201908,성동구,342,582,2.63
201908,성북구,401,650,2.74
201908,송파구,385,1083,3.38
201908,양천구,290,861,2.07
201908,영등포구,293,567,3.07
201908,용산구,127,397,1.57
201908,은평구,236,390,2.97
201908,종로구,59,142,1.69
201908,중구,74,215,4.05
201908,중랑구,235,448,2.55
201909,강남구,496,1075,3.02
201909,강동구,403,940,2.73
201909,강북구,135,188,3.7
201909,강서구,326,757,3.07
201909,관악구,193,359,2.59
201909,광진구,148,249,3.38
201909,구로구,316,559,2.53
201909,금천구,175,180,2.86
201909,노원구,650,1057,3.54
201909,도봉구,271,365,4.06
201909,동대문구,223,350,1.79
201909,동작구,236,383,3.39
201909,마포구,246,634,3.25
201909,서대문구,247,295,4.05
201909,서초구,329,677,2.13
201909,성동구,298,540,3.36
201909,성북구,300,580,3.0
201909,송파구,629,967,4.29
201909,양천구,392,669,3.83
201909,영등포구,276,552,2.17
201909,용산구,140,332,4.29
201909,은평구,215,395,0.93
201909,종로구,53,105,1.89
201909,중구,83,118,1.2
201909,중랑구,239,319,2.09
201910,강남구,699,1452,3.15
201910,강동구,718,1236,3.34
201910,강북구,205,237,1.95
201910,강서구,589,964,3.9
201910,관악구,333,425,2.4
201910,광진구,298,309,2.68
201910,구로구,540,642,2.96
201910,금천구,245,231,4.08
201910,노원구,1127,1405,3.82
201910,도봉구,418,512,2.15
201910,동대문구,379,478,2.64
201910,동작구,425,530,2.82
201910,마포구,425,749,2.82
201910,서대문구,375,434,3.2
201910,서초구,484,971,1.65
201910,성동구,551,589,3.09
201910,성북구,607,675,3.29
201910,송파구,941,1358,3.93
201910,양천구,592,964,3.72
201910,영등포구,453,746,2.87
201910,용산구,215,378,1.86
201910,은평구,346,484,2.6
201910,종로구,81,153,1.23
201910,중구,158,188,4.43
201910,중랑구,324,394,1.23
201911,강남구,537,1539,4.84
201911,강동구,645,1323,3.1
201911,강북구,191,174,2.62
201911,강서구,579,1011,4.15
201911,관악구,401,371,3.24
201911,광진구,225,332,0.89
201911,구로구,575,640,2.43
201911,금천구,195,174,3.59
201911,노원구,1118,1239,3.58
201911,도봉구,431,402,3.02
201911,동대문구,457,445,1.97
201911,동작구,521,518,2.69
201911,마포구,539,752,2.04
201911,서대문구,413,441,2.18
201911,서초구,443,1061,2.93
201911,성동구,529,690,3.59
201911,성북구,617,638,2.59
201911,송파구,802,1449,6.48
201911,양천구,700,914,3.57
201911,영등포구,459,711,3.7
201911,용산구,219,407,1.37
201911,은평구,382,496,2.62
201911,종로구,87,134,2.3
201911,중구,163,179,2.45
201911,중랑구,267,399,1.12
201912,강남구,376,1907,3.19
201912,강동구,497,1478,2.01
201912,강북구,247,202,2.43
201912,강서구,663,1156,3.47
201912,관악구,283,463,2.12
201912,광진구,132,355,1.52
201912,구로구,510,738,1.76
201912,금천구,133,224,3.01
201912,노원구,1039,1360,3.66
201912,도봉구,441,419,1.81
201912,동대문구,441,558,1.36
201912,동작구,311,600,1.93
201912,마포구,378,802,2.38
201912,서대문구,338,580,2.96
201912,서초구,326,1288,2.76
201912,성동구,425,748,5.41
201912,성북구,631,862,3.65
201912,송파구,468,2068,4.27
201912,양천구,372,1096,3.23
201912,영등포구,434,862,2.53
201912,용산구,167,379,2.4
201912,은평구,340,591,2.94
201912,종로구,84,188,1.19
201912,중구,172,244,2.33
201912,중랑구,430,419,1.16
202001,강남구,133,1399,3.01
202001,강동구,336,1156,2.98
202001,강북구,313,177,2.56
202001,강서구,425,895,3.06
202001,관악구,235,477,5.11
202001,광진구,63,310,6.35
202001,구로구,444,638,2.7
202001,금천구,125,190,3.2
202001,노원구,815,1361,3.93
202001,도봉구,367,375,2.72
202001,동대문구,286,551,1.75
202001,동작구,207,508,0.48
202001,마포구,182,726,2.2
202001,서대문구,228,517,3.07
202001,서초구,123,1105,2.44
202001,성동구,206,787,3.88
202001,성북구,449,657,2.9
202001,송파구,213,1295,4.23
202001,양천구,241,793,3.32
202001,영등포구,307,835,0.98
202001,용산구,103,380,4.85
202001,은평구,313,476,1.92
202001,종로구,65,156,0.0
202001,중구,84,253,5.95
202001,중랑구,237,425,1.27
202002,강남구,243,1447,4.94
202002,강동구,392,1546,3.06
202002,강북구,267,231,3.37
202002,강서구,473,1183,3.38
202002,관악구,304,522,4.61
202002,광진구,115,348,0.0
202002,구로구,578,878,2.6
202002,금천구,188,262,1.6
202002,노원구,1163,1681,3.87
202002,도봉구,570,507,2.46
202002,동대문구,345,677,3.48
202002,동작구,281,687,2.49
202002,마포구,213,754,5.16
202002,서대문구,274,596,3.65
202002,서초구,190,1172,2.63
202002,성동구,290,919,6.55
202002,성북구,530,725,2.45
202002,송파구,351,1777,6.27
202002,양천구,318,946,3.77
202002,영등포구,349,931,2.58
202002,용산구,83,434,1.2
202002,은평구,367,611,1.63
202002,종로구,58,184,8.62
202002,중구,93,243,4.3
202002,중랑구,367,646,3.27
202003,강남구,149,1016,3.36
202003,강동구,172,910,4.07
202003,강북구,164,194,3.66
202003,강서구,264,935,3.41
202003,관악구,188,394,3.19
202003,광진구,55,255,1.82
202003,구로구,329,631,3.95
202003,금천구,180,207,2.22
202003,노원구,648,1209,3.09
